,urn,author,title,year,lang
1073,2009101303032,"Goldschmidt, M.",Nogle politiske Bemærkninger og Notitser,1865,dan
1074,2009052803017,"Andersen, H.C.",Kun en Spillemand,1899,dan
1075,2008091503011,"Frølund, Fred.",Skriftlæsningsapparat,1845,dan
1076,2012101624022,"Holberg, Ludvig",Holbergs Komedier,1909,dan
1077,2014121208053,"Brammer, Gerhard Peter",Biskop Dr. theol. G.P. Brammers Ungdomsliv,1884,dan
1078,2009092303007,"Güntelberg, A.",Niels Juel,1897,dan
1079,2015050648028,,"Conversations-Lexicon, eller Encyclopædisk Haandbog over de i selskabelig Underholdning og ved Læsning forekommende Gjenstande, Navne og Begreber",1822,dan
1080,2007082703002,"Zetlitz, Jens",Jens Zetlitz's samlede Digte,1825,dan
1081,2010042003012,"Cooper, James Fenimore","Wyandotté, eller Hytte-Høien",1845,dan
1082,2015060948055,"Møller, Jens","Mnemosyne, eller Samling af fædrelandske Minder og Skildringer",1831,dan
1083,2013052727003,"Schwach, Conrad Nicolai",Dr. Neumanns Offer paa Sagas Alter,1817,dan
1084,2013112528018,,"Kundgjørelse af Rigsforsamlingens Beslutninger af 19de Mai 1814, angaaende Statens Pengevæsen",1814,dan
1085,2012070608259,"Kok, Johannes",Det hellige Land og dets Nabolande i Fortid og Nutid,1878,dan
1086,2014102108033,"Shakespeare, William",Shakespeares samlede Dramatiske værker,1910,dan
1087,2016052707019,"Trap, J.P.","Billeder af berømte danske Mænd og Kvinder, der have levet i Tidsrummet fra Reformationens Indførelse indtil Kong Frederik VIIs Død",1869,dan
1088,2009082010005,"Ørsted, Anders Sandøe",Afbildninger til Planterigets Naturhistorie,1860,dan
1089,2009030603019,"Malling, Mathilda",Roman om Første-Konsulen,1895,dan
1090,2009092303057,"Arentzen, Kristian",Danske Digtere i det 19de Aarhundrede,1864,dan
1091,2009042203006,"Drachmann, Holger",Gurre,1898,dan
1092,2013020424026,"Holberg, Ludvig",Niels Klims underjordiske Reise,1880,dan
1093,2016112128006,"Jønsberg, N.",Drukkenskaps Følger i en Prædiken omhandlede,1839,dan
1094,2014062028019,,Kundgjørelse,1814,dan
1095,2006111500051,"Ørsted, Anders Sandøe",Af mit Livs og min Tids Historie,1855,dan
1096,2015070848056,"Nyerup, Rasmus",Udvalg af danske Viser,1821,dan
1097,2009072813005,"Dass, Petter",Tvende gudelige Viser,1843,dan
1098,2009103000097,"Bloch, V.A.",Haandbog i den græske og romerske Mythologi,1889,dan
1099,2009042710001,"Janson, Kristofer",Torgrim,1891,dan
1100,2013081908042,,Sæmundar Edda hins fróða,1874,dan
1101,2013080808081,"Ingerslev, A.",Rom og Luther indtil Rigsdagen i Worms 1521,1885,dan
1102,2009111712002,"Obstfelder, Sigbjørn",De røde Dråber,1897,dan
1103,2013020524029,"Holberg, Ludvig",Niels Klims Reise under Jorden,1834,dan
1104,2012060608156,,Fortegnelse over afdøde Geheimraad I.F. Schlegels efterladte Samling af Portræter,1897,dan
1105,2016101928026,,[Om Indløsning af Rigsbanksedler i Sølv],1821,dan
1106,2012101624010,"Holberg, Ludvig",honnette Ambition,1889,dan
1107,2012112313001,"Holberg, Ludvig",Holbergs udvalgte Comedier,1832,dan
1108,2013112926005,,[Rescript til Biskopperne 19/5-1814],1814,dan
1109,2009052703012,"Jacobsen, J.P.",Breve fra J.P. Jacobsen,1899,dan
1110,2010061706083,"Topelius, Zacharias",Feltlægens Historier,1907,dan
1111,2013022624035,"Holberg, Ludvig",Holbergs Helte-Historier,1865,dan
1112,2010011903037,,"Dansk og norsk Nationalværk, eller Almindelig ældgammel Morskabslæsning",1828,dan
1113,2008040302002,"Brandes, Heinrich Wilhelm",Forelæsninger over Naturlæren,1835,dan
1114,2008100703010,"Thiele, J.M.",Thorvaldsens Biographi,1851,dan
1115,2014062307135,"Hagerup, Eiler","Mærkværdige Exempler iblandt de hellige Martyrer, deres store Lidelser, Seierrige Tro og Taalmodighed i de ti store Forfølgelser, som gik over Kristenheden under den hedenske Øvrighed i de tre første Aarhundrer",1878,dan
1116,2015070848002,"Andersen, H.C.",Tre digtninger,1838,dan
1117,2010021003016,,Danmarks gamle folkeviser,1856,dan
1118,2009091503007,"Heiberg, J.L.",J.L. Heibergs samlede Skrifter,1862,dan
1119,2011051004098,"Jacobsen, J.P.",Mogens,1910,dan
1120,2014031328004,"Grundtvig, N.F.S.",Til Fædrenelandet om dets Tarv og Fare,1813,dan
1121,2016101928008,"Balle, Nicolai Edinger","Lærebog i den Evangelisk-christelige Religion, indrettet til Brug i de norske Skoler",1820,dan
1122,2009022603011,"Hertz, Henrik",Udvalgte Dramatiske Værker,1897,dan
1123,2008092203001,"Blædel, N.G.",Prædikener,1855,dan
1124,2009042303023,"Boas, J.E.V.",Lærebog i Zoologien,1894,dan
1125,2010021603007,"Mynster, J.P.",Blandede skrivter,1856,dan
1126,2008091803006,"Weis, C.",Staten og dens Individer,1845,dan
1127,2011050604026,"Topelius, Zacharias",Gustav Adolf og Trediveaarskrigen,1910,dan
1128,2010063006129,"Schandorph, S.",Romaner,1904,dan
1129,2013072227007,"Holberg, Ludvig",Julestuen,1845,dan
1130,2015061048001,"Sagen, Lyder",Bergens Beskrivelse,1824,dan
1131,2009103000102,,Kirke-leksikon for Norden,1900,dan
1132,2008040204076,"Drachmann, Holger",Rejsebilleder,1882,dan
1133,2009041703026,"Halkier, H. B.",Om Retsreformen,1892,dan
1134,2010031003061,"Thonboe, Peter",Bibelske Historier som Indledning til Religionsunderviisningen i Skolerne,1818,dan
1135,2009021803014,"Shakespeare, William",William Shakespeare's dramatiske Værker,1897,dan
1136,2011121524003,"Rawert, Ole Jørgen",Almindeligt varelexicon,1834,dan
1137,2012101224017,"Holberg, Ludvig",pantsatte Bonde-Dreng,1888,dan
1138,2013112528012,"Garmann, Jens Skancke",Hvad have vi som Christne at gjøre i disse Farens Dage?,1814,dan
1139,2008111103038,"Becker, Karl Frederik",Karl Frederik Becker's Verdenshistorie,1852,dan
1140,2008040200109,,Haandværk i Hjemmet,1906,dan
1141,2010052606076,"Bang, Gustav",Kapitalismens Gennembrud,1902,dan
1142,2015070848018,"Rellstab, Ludwig",1812,1836,dan
1143,2014031007052,"Lieblein, J.",Gammelægyptisk religion,1883,dan
1144,2010070606041,"Weitemeyer, H.",Geografisk haandbog,1886,dan
1145,2012111508186,"Liisberg, H.C. Bering",Vore Bedsteforældres Tid,1900,dan
1146,2015021808365,"Troels-Lund, Troels",Dagligt Liv i Norden i det 16de Aarhundrede,1903,dan
1147,2013070108089,,"Kongelige Rescripter, Resolutioner og Collegialbreve for Danmark og Norge",1814,dan
1148,2010011103011,"Martensen, Hans L.",Prædikener,1852,dan
1149,2016110728004,,"Det Ny Testamentes apochryphiske Bøger, eller Nogle af den Herres Jesu Christi Disciples og apostoliske Mænds Sendebreve",1848,dan
1150,2016021108149,"Holberg, Ludvig",hundrede Epigrammer,1902,dan
1151,2014071624007,"Asbjørnsen, P. Chr.",Eventyrbog for Børn,1884,dan
1152,2016091426003,"Neuchs, Hans Henrik",aandelige Aarvaagenhed i sin sande Beskaffenhed og høie Fornødenhed,1837,dan
1153,2010070503014,"Hammerich, Martin",Om de fremmede Ord i vort Modersmaal,1848,dan
1154,2006113000014,"Knudsen, Jakob",gamle Præst,1910,dan
1155,2012041113012,"Ourdahl, Niels",Lovforslag til et Selskab for Modums Vel,1813,dan
1156,2012082012003,"Holberg, Ludvig","Plutus, eller Proces imellem Fattigdom og Riigdom",1889,dan
1157,2013121924004,"Christensen, C.F.",Danmark,1842,dan
1158,2015121008004,"Sand, George",Mosaikmestrene,1872,dan
1159,2008100803018,,Valdemars sællandske Lov og Absalons sællandske Kirkelov,1852,dan
1160,2009072703004,"Ewald, H.F.",Familien Nordby,1862,dan
1161,2008092203002,"Andersen, H.C.",Samlede Skrifter,1857,dan
1162,2010063003024,,Efterretninger om den for Rigsretten mod Statsraad Grev Wedel-Jarlsberg anlagte Sag,1822,dan
1163,2010041903033,"James, G.P.R.",Historisk-romantiske Fortællinger,1846,dan
1164,2009072003011,"Sager, H.C.",Reformen i den danske Strafferetspleie,1864,dan
1165,2011051004126,"Bernhard, Carl",Lykkens yndling,1910,dan
1166,2016052548054,"Oehlenschläger, Adam",Oehlenschlägers Poetiske Skrifter,1859,dan
1167,2006111501029,,Aktors Udtog af Dokumentation til Realitets-Proceduren i Rigsretssagen mod Statsminister C.A. Selmer,1883,dan
1168,2009011903022,"Ewald, H.F.",Svenskerne paa Kronborg,1891,dan
1169,2014021008105,"Bergsöe, Vilhelm",Fra Mark og Skov,1881,dan
1170,2009033103027,"Brandes, Georg",Hovedstrømninger i det 19de Aarhundredes Litteratur,1898,dan
1171,2016030907026,,Fra Kalevalas Lunde,1908,dan
1172,2016101928016,"Neumann, Jacob","Parentation over afdøde Professor og Rector ved Bergens Cathedralskole, Frederik Christian Holberg Arentz",1826,dan
1173,2008091003005,"Thiers, Adolphe",Consulatets og Keiserdømmets Historie,1845,dan
1174,2015070848029,"Flygare-Carlén, Emilie",Repräsentanten,1841,dan
1175,2012041108168,Ordericus Vitalis,Historiske Beretninger om Normanner og Angelsaxer fra Orderik Vitals kirkehistorie,1889,dan
1176,2009033103035,"Henningsen, Agnes",Strømmen,1899,dan
1177,2010020903017,"Horatius Flaccus, Quintus",Horats' oder og breve,1855,dan
1178,2010052606078,"Christiansen, C.",Lærebog i Fysik,1903,dan
1179,2010021103015,"Petersen, N.M.",Bidrag til den danske literaturs historie,1853,dan
1180,2011121408014,Pestalozzi,Livsbillede fra Schweiz,1876,dan
1181,2015112708163,"Bloch, Jørgen",Stiftamtmænd og Amtmænd i Kongeriget Danmark og Island 1660-1848,1895,dan
1182,2010042706044,"Tolstoj, L.N.",Soldaterliv i Kavkasus ; Albert,1890,dan
1183,2009062303027,"Martensen, Hans L.",christelige Dogmatik,1849,dan
1184,2015060948012,,"Forordnet Alter-Bog udi Dannemark og Norge, hvori findes de nyelige allernaadigst giorte Forbedringer",1812,dan
1185,2016101928027,,"tapre norske Søhelt, Thrønderen, Viceadmiral Peter Tordenskiolds Levnet og Heltegjerninger",1848,dan
1186,2014110308093,"Stenersen, L.B.",Reise i Grækenland,1875,dan
1187,2009040203022,"Monrad, D.G.",Fra Bønnens Verden,1898,dan
1188,2008092303016,,Lovsamling for Island,1857,dan
1189,2015070908223,"Bruun, Laurids",Midnatssolen,1907,dan
1190,2012060608198,"Møller, H.L.",Kong Kristian den sjette og grev Kristian Ernst af Stolberg-Wernigerode,1889,dan
1191,2010110806038,"Andersen, H.C.",H. C. Andersens Eventyr og Historier,1905,dan
1192,2008090213003,"Holm, Harald",norske Forfatningskamp og dens Afslutning,1885,dan
1193,2008040810002,"Hansteen, Christopher",magnetiske Inclinations Forandring i den nordlige tempererte Zone,1855,dan
1194,2010021603039,"Winther, Christian",Digte,1854,dan
1195,2008091503009,"Thiele, J.M.",Thorvaldsens Biographi,1852,dan
1196,2014110424003,"Huitfeldt-Kaas, H.J.",Christiania Theaterhistorie,1876,dan
1197,2010063003023,"Lever, Charles",Tom Burke,1846,dan
1198,2008090303004,"Becker, Karl Frederik",Karl Frederik Becker's Verdenshistorie,1852,dan
1199,2010031003106,"Selmer, H.P.","Om det tyrkiske Spörgsmaal, et Blik paa de politiske Tilstande i Evropa i Nutid og Fremtid",1854,dan
1200,2008052902004,"Grundtvig, N.F.S.",Nordiske Smaadigte,1838,dan
1201,2012102924006,"Holberg, Ludvig",Ludvig Holbergs Comedier,1847,dan
1202,2012041608150,"Topelius, Zacharias",Fra det høje Nord,1884,dan
1203,2016100427001,"Neuchs, Hans Henrik",aandelige Aarvaagenhed i sin sande Beskaffenhed og høie Fornødenhed,1850,dan
1204,2015070848061,"Brøndsted, P.O.",Bidrag til den danske historie og til kundskab om Danmarks ældre politiske forhold,1817,dan
1205,2013012824018,"Holberg, Ludvig",Ludvig Holbergs Mindre poetiske Skrifter,1866,dan
1206,2012112824009,"Holberg, Ludvig",L. Holbergs Comedier,1825,dan
1207,2012102924022,"Holberg, Ludvig","danske Skueplads, eller Ludvig Holbergs samtlige Comoedier",1852,dan
1208,2008091003002,"Ingemann, B.S.",Valdemar den Store og hans Mænd,1844,dan
1209,2009052603023,"Andersen, Vilh.",Adam Oehlenschläger,1899,dan
1210,2009090403026,"Heiberg, J.L.",J.L. Heibergs samlede Skrifter,1861,dan
1211,2012112824002,"Holberg, Ludvig",Holbergs udvalgte Comedier,1832,dan
1212,2016052548061,"Abrahamson, W.H.F.",Udvalgte danske Viser fra Middelalderen,1812,dan
1213,2015060948145,"Meyer, Joseph","Meyers Universum, eller billeder og beskrivelser af det seeværdigste og mærkværdigste i naturen og kunsten paa den hele jord",1842,dan
1214,2014062028005,,[Circulaire til Magistraten i - ],1814,dan
1215,2013103124001,"Holten, Carl von",Af en gammel Hofmands Mindeblade,1909,dan
1216,2009032603001,"Mørner, Birger",Fru Brahe til Eriksholm,1899,dan
1217,2009011603004,"Blicher, Steen Steensen",St. St. Blichers Samlede Noveller og Skizzer,1893,dan
1218,2012022908088,"Borchsenius, Otto",Literære feuilletoner,1880,dan
1219,2009081303013,"Heiberg, J.L.",J.L. Heibergs samlede Skrifter,1861,dan
1220,2016012008012,"Pontoppidan, Henrik",kongelige Gæst,1908,dan
1221,2016030808125,"Grundtvig, N.F.S.",Krønnike-Rim til levende Skolebrug,1875,dan
1222,2010021503053,"Hertz, Henrik",Henrik Hertz's Samlede Skrifter,1855,dan
1223,2008111103041,"Ewald, Johannes",Johannes Ewalds Samtlige Skrifter,1850,dan
1224,2012051608028,,Malerisk Reise omkring Jorden,1850,dan
1225,2015061048111,"Møller, Jens","Biskop Dr. Nicolai Edinger Balles levnet og fortjenester, beskrevne og ved adskillige bilag samt et udvalg af hans brevvexling",1817,dan
1226,2009011903016,"Norrie, Gordon",Georg Heuermann 1723-1768,1891,dan
1227,2016011448085,,Nordiske Billeder,1866,dan
1228,2015060948117,"Lisco, Friedrich Gustav",christelig-apostoliske Troesbekjendelse,1843,dan
1229,2009080703024,"Thomsen, Julius",Bidrag til et thermochemisk System,1852,dan
1230,2015061048089,"Baggesen, Jens",Poetiske Epistler,1814,dan
1231,2014062028001,Karl,Kronprindsen til det norske Folk,1814,dan
1232,2009030403017,"Brandes, Edvard",Asgerd,1895,dan
1233,2009040203017,"Loti, Pierre",Galilæa,1899,dan
1234,2015070848055,"Oehlenschläger, Adam",Oehlenschlægers Tragødier,1835,dan
1235,2009080603012,"Ankjær, S.",Geografisk-statistisk Lexicon,1863,dan
1236,2010052806041,"Nyrop, Kristoffer",Fortids sagn og sange,1908,dan
1237,2010042706005,"Richter, Eugen",Socialdemokratiske Fremtidsbilleder,1892,dan
1238,2008100912001,"Nissen, N. Lang",Grundtræk af Dansk Sproglære,1816,dan
1239,2009052703025,"Andersen, Vilh.",Adam Oehlenschläger,1899,dan
1240,2015070848011,"Andersen, H.C.",Mulatten,1840,dan
1241,2014121608103,"Kristofersen, Kristofer",Kjelbotten Sanatorium,1890,dan
1242,2010030903069,"Lever, Charles",Roland Cashel,1853,dan
1243,2013010208008,,Venstres Finanspolitik,1906,dan
1244,2008121603021,"Munch, A.",Sorg og Trøst,1891,dan
1245,2014031808087,"Thiers, Adolphe",Consulatets og Keiserdømmets Historie,1858,dan
1246,2009062913007,,[Kundgjørelse 19/5-1814],1814,dan
1247,2008101704045,"Weisse, J.P.",Omrids af Oldtidens Geografi til Skolebrug,1869,dan
1248,2015070848017,"Holst, H.P.",William og Emma eller Vandcuren,1846,dan
1249,2015061048126,"Nyerup, Rasmus",Udvalg af danske Viser,1821,dan
1250,2010041903028,Herodotus,Herodots Historie i ni Bøger,1839,dan
1251,2007052510001,Ammianus Marcellinus,Femogtyve år af Roms historie i det fjerde årh. e. Kr,1877,dan
1252,2008100803014,"Irving, Washington",Skizzer,1858,dan
1253,2010021603028,"Hertz, Henrik",Henrik Hertz's Samlede Skrifter,1854,dan
1254,2015021808361,"Troels-Lund, Troels",Dagligt Liv i Norden i det 16de Aarhundrede,1903,dan
1255,2009031003004,"Westermann, T.",Landmandsbogen,1895,dan
1256,2009030403050,,Østgrønlandske Expedition udført i Aarene 1891-92 under Ledelse af C. Ryder,1895,dan
1257,2015110908047,"Tregder, P.H.",Haandbog i den græske og latinske litteraturhistorie,1880,dan
1258,2011050604090,"Pontoppidan, Morten",Morten Luther,1902,dan
1259,2009081303016,"Scott, Walter","Bedstefaders Fortællinger, eller Skotlands Historie fra de ældste Tider til Slutningen af Oprøret 1745-46",1860,dan
1260,2015102308135,"Prosch, V.",Huusdyrenes almindelige Sundhedspleie,1883,dan
1261,2012032124034,"Futtrup, Johanne","Fra ""de Talendes Lejr""",1878,dan
1262,2010070606112,"Grundtvig, N.F.S.",Nik. Fred. Sev. Grundtvigs udvalgte Skrifter,1909,dan
1263,2015120408091,"Patursson, Sigert O.",Sibirien i vore dage,1901,dan
1264,2015060948023,"Oehlenschläger, Adam",Oehlenschlægers Tragødier,1848,dan
1265,2009071303015,"Eiriksson, Magnús",Er Johannes-Evangeliet et apostolisk og ægte Evangelium og er dets Lære om Guds Menneskevorden en sand og christelig Lære ?,1863,dan
1266,2016042908052,"Nørregaard, B. W.",Port Arthurs beleiring,1905,dan
1267,2013092407024,"Nygård, Frederik",Det Schouboeske institut og N.F.S. Grundtvigs lærervirksomhed sammesteds,1880,dan
1268,2016052628002,"Pontoppidan, Erik",Fem Prædikener,1849,dan
1269,2009092403016,"Reiersen, Chr.",Fra Felten,1867,dan
1270,2009011203018,"White, Ellen G.",store Strid mellem Christus og Satan i den kristne tidsalder,1891,dan
1271,2009020603028,"Benzon, P.E.",Svovl,1895,dan
1272,2014012426004,"Holberg, Ludvig",Udvalgte Skrifter,1860,dan
1273,2010053106120,"George, Henry",Arbejdets Kår,1907,dan
1274,2016041829005,"Kierkegaard, Søren",Øieblikket,1855,dan
1275,2010012603009,"Hornsyld, Jens",Betragtninger over Det nye Testamente,1837,dan
1276,2012070308054,"Simonsen, Konrad",Goethes naturfølelse,1909,dan
1277,2009052803011,,Avlscentrer for Kvæg af rød dansk Malkerace,1899,dan
1278,2009021603020,"Brentano, Lujo",Om arbejdsydelsens forhold til Arbejdsløn og Arbejdstid,1894,dan
1279,2011052004045,"Hertel, Ludvig",Nordiske Santhalmission,1884,dan
1280,2009082403017,"Silfverberg, Georg",Chemisk Physik,1853,dan
1281,2010011903026,"Becker, Karl Friedrich",Karl Frederik Becker's verdenshistorie,1851,dan
1282,2012071113004,,Kundgjørelse,1813,dan
1283,2007102610002,"Falsen, Christian Magnus",Norgeshistorie under Kong Harald Haarfager og hans mandlige Descendenter,1824,dan
1284,2013012212001,"Holberg, Ludvig",L. Holbergs Comedier,1832,dan
1285,2009021803040,"Paludan-Müller, Frederik",Adam Homo,1893,dan
1286,2014031007053,"Lieblein, J.",Gammelægyptisk religion,1884,dan
1287,2012061808001,"Winsløw, Vilhelm","Bjørnstjerne Bjørnson's ""Arne""",1861,dan
1288,2012022824024,"Skram, Amalie",Lucie,1888,dan
1289,2009042303030,,Dansk biografisk Lexikon,1898,dan
1290,2012110824007,"Holberg, Ludvig",Ludvig Holbergs Comedier,1853,dan
1291,2009101503004,"Sardou, Victorien",Under Napoleons fane,1896,dan
1292,2015062908050,"Wiggin, Kate",Rebekka fra Solbækgaarden,1905,dan
1293,2009020503022,"Torresani, Karl",stakket stund,1896,dan
1294,2006111500023,"Arentzen, Kristian",Baggesen og Oehlenschläger,1877,dan
1295,2006120101001,"Schartum, Sv.",Fra havn og hav,1909,dan
1296,2009061903028,"Allen, C.F.","De tre nordiske Rigers Historie under Hans, Christiern den Anden, Frederik den Første, Gustav Vasa, Grevefeiden : 1497-1536",1865,dan
1297,2013112528008,"Thulstrup, Magnus Andreas","Til de norske Soldater, som staae i Felten",1813,dan
1298,2009090703004,"Tutein, P.A.",Rigsdagens Behandling af Sagen om Fælleds-Forfatningen,1854,dan
1299,2014061108124,"Petersen, N.M.",Bidrag til den danske literaturs historie,1871,dan
1300,2016100729002,"Arndt, Johann",Sex Bøger om den sande Christendom,1844,dan
1301,2016101828011,,Tidsfordriv,1831,dan
1302,2009022603024,"Hertz, Henrik",Udvalgte Dramatiske Værker,1897,dan
1303,2016101928007,"Grytten, Ingeborg","Denne Bog, eller Kors-Frugt  indeholder 20 gudelige Sange, samt Morgen-og Aften-Psalmer til hver dag i ugen,  saa og de 7 Kong Davids Poenitentse-Psalmer, som Barmhiertighedens Fader og all Trøstens Gud, formedelst Sønnens den korfæstede Jesu Christi Forbøn, ved Trøstens Aand, den værdige Hellig Aand, har udvirked af den korsbyrdede, der hiertelig trøster sig ved Jesu Angest, Død, Grav og ærefulde Opstandelse",1846,dan
1304,2009072703021,"Dickens, Charles",Charles Dicken's samtlige Værker,1862,dan
1305,2009020200018,"Reusch, Hans",Naturkundskab,1891,dan
1306,2009020903032,"Drachmann, Holger",Bonifacius-Skæret,1893,dan
1307,2010042703012,"Neumann, J.",Christian Fredrik Gottfred Bohr,1833,dan
1308,2008111303021,"Thiers, Adolphe",Den franske Revolutions Historie,1854,dan
1309,2012030208193,"Clausen, Julius",Jens Baggesen,1895,dan
1310,2014070408164,"Thisted, Valdemar A.",Bruden,1851,dan
1311,2011051608066,"Topsøe, V.C.S.",Umyndige i Kjærlighed,1881,dan
1312,2009092403002,"Scharling, C. Henrik",Breve fra Holland,1864,dan
1313,2006112101006,,Fra nordiske Digtere,1869,dan
1314,2009091403002,"Holberg, Ludvig",Ludvig Holbergs Epistler,1865,dan
1315,2014062307141,"Nyrop, Kristoffer",Romanske Mosaiker,1885,dan
1316,2008111203007,,Opfordring til Præsterne,1858,dan
1317,2013071626006,"Holberg, Ludvig",Vægelsindede,1860,dan
1318,2012101624038,"Holberg, Ludvig",Holbergs Komedier,1897,dan
1319,2009052603032,"Malling, Mathilda",Munkeboda,1899,dan
1320,2009051403015,"Ottosen, Johan",Lærebog i Nordens Historie,1899,dan
1321,2009021603005,"Liisberg, H.C. Bering",Napoleon,1895,dan
1322,2014071624008,"Asbjørnsen, P. Chr.",Eventyrbog for Børn,1883,dan
1323,2013031324035,"Holberg, Ludvig",Ludvig Holbergs Peder Paars,1855,dan
1324,2016101828010,,"Svømmekunsten eller fuldstændig Veiledning til i faa Timer at lære sig selv at svømme, samt Underretining om de forskjellige Svømmemaader, som Brystsvømning, Rygsvømning, Vandtrædning og Svømming under Vandet, tilligemed Anviisning til at svømme i stormfuld Sø og ved Skibbrud, at betage Krampetilfælde deres Farlighed samt at undgaae Døden, naar man uden at kunne svømme falder i Vandet m.m",1839,dan
1325,2010061706067,"Drachmann, Holger",Samlede poetiske Skrifter,1907,dan
1326,2012051813010,"Castberg, Peter Atke",Bemærkninger over Sygdomme for Døvstumme,1816,dan
1327,2009061504031,,isk retsencyklopædi,1882,dan
1328,2008110603026,"Holberg, Ludvig",Dannemarks Riges Historie,1856,dan
1329,2014071526005,"Kierulf, Herman",Samling af Parolbefalinger,1813,dan
1330,2010070605022,"Norman-Hansen, C.M.",Nordost til Øst,1900,dan
1331,2009071303008,"Bernstein, Aaron David",Af Naturvidenskabens Rige,1862,dan
1332,2011062208060,"Tholuck, August",Kristelige Andagtstimer,1847,dan
1333,2009081903024,"Hartwig, Georg",Naturen og Menneskelivet i det høie Norden,1860,dan
1334,2012092812001,"Holberg, Ludvig","Erasmus Montanus, eller Rasmus Berg",1869,dan
1335,2011011312002,,Meddelelser fra krigsarkiverne,1900,dan
1336,2006112101088,"Heise, A.",Kristiern den anden i Norge og hans Fængsling,1877,dan
1337,2010070503001,"Horster, Joachim Frederik","Kort Udtog af de Bibelske Historier, til Ungdommens Brug i Skolerne, uddraget af den hellige Skrivt, og forøget med et Anhang",1828,dan
1338,2009091503030,"Pressensé, E. de",De tre første Aarhundreders Kirkehistorie,1866,dan
1339,2015070848014,"Thomsen, C. J.",Ledetraad til Nordisk Oldkyndighed,1836,dan
1340,2009020203020,"Høffding, Harald",Etik,1897,dan
1341,2014031007054,"Lieblein, J.",Gammelægyptisk religion,1885,dan
1342,2009011903003,"Ewald, Carl",Svenskerne paa Kronborg,1891,dan
1343,2015110908049,Aeschylus,Agamemnon,1891,dan
1344,2014070408022,"Fabricius, Knud",Skaanes overgang fra Danmark til Sverige,1906,dan
1345,2009082103040,"Pontoppidan, Erik","Udtog af Dr. Erich Pontoppidans Forklaring, til de Enfoldiges Nytte",1862,dan
1346,2009062413019,,"Kongeligt aabent Bref angaaende Norges Afstaaelse til Sverrig, udstædt den 18de Januar 1814",1814,dan
1347,2009052603029,"Munck, V.",David Livingstone,1899,dan
1348,2012051608034,,Malerisk Reise omkring Jorden,1848,dan
1349,2009021803033,"Abrahams, Arthur",Minder fra min barndom og tidlige ungdom,1895,dan
1350,2012101624054,"Holberg, Ludvig",Holbergs Komedier,1898,dan
1351,2015050648020,,"Conversations-Lexicon, eller Encyclopædisk Haandbog over de i selskabelig Underholdning og ved Læsning forekommende Gjenstande, Navne og Begreber",1819,dan
1352,2015070848062,"Weinwich, Niels Henrich","Dansk, norsk, og svensk Kunstner-lexicon",1829,dan
1353,2013112528016,,Opfordring til almindelig Bevæbning af Norges vaabendyktige Mandskaber,1814,dan
1354,2009033103001,"Cellini, Benvenuto","Benvenuto Cellini's levned, skrevet af ham selv",1899,dan
1355,2009091503032,"Madvig, Johan Nicolai",Den nationale Politik og det danske Monarchie,1864,dan
1356,2009042303024,"Liisberg, H.C. Bering",Christian IV,1890,dan
1357,2013052727006,"Bruun, N.T.",Norge i September 1813,1815,dan
1358,2010021803039,"Hertz, Henrik",Henrik Hertz's Samlede Skrifter,1855,dan
1359,2010052706063,"Paludan-Müller, Jens",Udvalg af Biskop Jens Paludan-Müllers efterladte Papirer,1868,dan
1360,2013102108121,"Brünnich, Morten Thrane",Historiske Efterretninger om Norges Biergverker fra Aaret 1516 til Udgangen af 1623,1819,dan
1361,2012022424001,"Hersleb, S.B.","Affordret Beviis for at Skriftet ""Sandfærdig Beretning om Danmarks politiske Forbrydelser imod Norge"" - fortjener enhver retsindig Nordmands Uvillie og Foragt",1817,dan
1362,2009061503007,,Lovsamling for Island,1860,dan
1363,2009032303017,"Bergsøe, Vilhelm",Fødselsdagsalbum,1899,dan
1364,2016052548062,"Vergilius Maro, Publius",P. Virgilii Maro's bucoliske Digte,1817,dan
1365,2014111808049,,Illustreret konversationsleksikon,1897,dan
1366,2008111303009,"Vedel, E.",slesvigske Privatrets almindelige Deel,1857,dan
1367,2009092403006,"Schack, Sophus",Physiognomiske Studier,1864,dan
1368,2009061903019,"Heiberg, J.L.",J.L. Heibergs samlede Skrifter,1862,dan
1369,2007060512003,"Hamsun, Knut",Aftenrøde,1898,dan
1370,2010070706061,"Andersen, Vilh.",Adam Oehlenschläger,1900,dan
1371,2013031324043,"Holberg, Ludvig",Peder Paars,1857,dan
1372,2010052606049,"Molbech, Christian",Dansk Ordbog,1859,dan
1373,2015060108056,"Dietrichson, L.",Fra kunstens Verden,1885,dan
1374,2011011008040,,"Forordninger, Recesser og andre kongelige Breve, Danmarks lovgivning vedkommende",1908,dan
1375,2014022724002,,&lt;Uten tittel&gt;,1862,dan
1376,2015060948041,"Grundtvig, N.F.S.",Danne-Virke,1816,dan
1377,2008092603010,"Winther, Christian",Sang og Sagn,1858,dan
1378,2010062106086,"Grundtvig, N.F.S.",Haandbog i Verdenshistorien,1869,dan
1379,2012091908004,"Bruun, Daniel",Det høje Nord,1902,dan
1380,2013080908107,,Kjøbenhavns Diplomatarium,1877,dan
1381,2011011320013,,Meddelelser fra krigsarkiverne,1890,dan
1382,2008092303012,"Schack, P.",Revision og Fortsættelse af Hofmans Fundatssamling,1844,dan
1383,2014060408176,Demosthenes,Demosthenes' Tale for Ktesifon om Krandsen,1853,dan
